ltable_item_name,rtable_item_name,label
CIPROBAY TAB 500MG 10'S,PMC Gac Tiet Trung 8X10cm (10M),0
PMC GẠC TIỆT TRÙNG 8X10CM (10M),PMC Gac Tiet Trung 8X10cm (10M),1
TRAJENTA DUO. FICTA/ 14/2.5+850MG BTL,PMC Gac Tiet Trung 8X10cm (10M),0
ACEMUC 200 CAP_BL3X10_VN,Barole 20mg(10vix10vien),0
BAROLE 20;20MG,Barole 20mg(10vix10vien),1
CO-DIOVAN 80MG/12.5MG 2X14,Barole 20mg(10vix10vien),0
"Hapacol 325 Flu gói/1,5g h/24 t/3456",Barole 20mg(10vix10vien),0
DAU DUONG AM MAT XA JOHNSON'S 200ML,Barole 20mg(10vix10vien),0
VALIERA 2MG TABLETS 1X30'S,Barole 20mg(10vix10vien),0
Thực phẩm bảo vệ sức khỏe Brauer Baby & Kids Liquid Zinc 200mL,Barole 20mg(10vix10vien),0
PANFOR SR-500;500MG,Panfor SR-500mg Inventia (5vi x 20vien),1
"TPBVSK: Omega 3 ( Hiệu Costar, Viên uống dầu cá, hộp 365 viên)",Panfor SR-500mg Inventia (5vi x 20vien),0
BEROCCA PERFORMANCE ORANGE TAB 10'S,Panfor SR-500mg Inventia (5vi x 20vien),0
LACTACYD DDVSPN PRO SENSITIVE 150ML,Panfor SR-500mg Inventia (5vi x 20vien),0
Dầu tràm Cung Đình_Silver 15ml,Panfor SR-500mg Inventia (5vi x 20vien),0
KHĂN BỎ TÚI PHARMACITY 10 TỜ,Panfor SR-500mg Inventia (5vi x 20vien),0
Khẩu trang 3D mask Medi Pharmacity (5 cái/túi),Panfor SR-500mg Inventia (5vi x 20vien),0
Số PO000306818,Panfor SR-500mg Inventia (5vi x 20vien),0
AERIUS 0.5MG/ML SYRUP 60ML B/1,Panfor SR-500mg Inventia (5vi x 20vien),0
PO000301847,Panfor SR-500mg Inventia (5vi x 20vien),0
TRAJENTA DUO. FICTA/ 14/2.5+500MG BTL,Panfor SR-500mg Inventia (5vi x 20vien),0
LINAFLON TUB 25G 1'S,Viagra Tab 100mg (1vix4Vien),0
Sản phẩm vệ sinh mũi và dụng cụ (Rohto NoseWash) 400 ml,Viagra Tab 100mg (1vix4Vien),0
DG Matrix gội là nâu 30ml,Viagra Tab 100mg (1vix4Vien),0
"BEATIL 4MG/5MG (XUẤT XƯỞNG: GEDEON RICHTER PLC.; Đ/C: GYOMROI ÚT 19-21, BUDAPEST, 1103, HUNGARY), T/112H/3VỈ X10V",Viagra Tab 100mg (1vix4Vien),0
PO000309648,Viagra Tab 100mg (1vix4Vien),0
Hạt hạnh nhân tẩm bơ mật ong HBAF 40g,Viagra Tabs 50mg (1vix1Vien),0
BVS Diana Sensi băng quần sizeM-L 2-2110,Viagra Tabs 50mg (1vix1Vien),0
Enzymax Kids ,Viagra Tabs 50mg (1vix1Vien),0
Unikids kẽm chai/50g t/96,Viagra Tabs 50mg (1vix1Vien),0
FOSAMAX PLUS 70MG/5600IU TAB. B/4,Viagra Tabs 50mg (1vix1Vien),0
(PO000308739),Viagra Tabs 50mg (1vix4Vien),0
CP61013109 - 000192 - BCDR COL SLIMSOFT CH CHARCOAL TWIN _VN X72,Viagra Tabs 50mg (1vix4Vien),0
DALACIN C CAP 300mg 16'S,Viagra Tabs 50mg (1vix4Vien),0
Lô: PHA03122301   HD: 11/2028,Viagra Tabs 50mg (1vix4Vien),0
CP61012384 - 814471 - KDR COL OW EXFLOLIATING MINERAL 100G X 48,Viagra Tabs 50mg (1vix4Vien),0
(PO000301062),Viagra Tabs 50mg (1vix4Vien),0
ALAXAN TAB B/25BLX4,Viagra Tabs 50mg (1vix4Vien),0
CEELIN SYRUP BT/120ML,Viagra Tabs 50mg (1vix4Vien),0
Chiết khấu 8% : 3.973.348,Viagra Tabs 50mg (1vix4Vien),0
BVS Diana Sensi C.F Super.Ni29cm(4)-2207,Viagra Tabs 50mg (1vix4Vien),0
CPTH03345A - 327647 - KDR COL CSPR COMPLE PRT 110G*24,Amlor Tab 5mg (Vien nen)(3 Vi x 10 Vien),0
FASTUM GEL 30GR 1'S,Amlor Tab 5mg (Vien nen)(3 Vi x 10 Vien),0
Alzental 1tab,Amlor Tab 5mg (Vien nen)(3 Vi x 10 Vien),0
AMLODIPIN 5mg VNA H/3vỉx10viên -00823-190626-DMC 1 (Khuyến mãi không thanh toán),Amlor Tab 5mg (Vien nen)(3 Vi x 10 Vien),0
BETEX (BOX 5 STRIPS X10 TABLETS),Amlor Tab 5mg (Vien nen)(3 Vi x 10 Vien),0
22_Dung dịch tạo bọt ngăn ngừa mụn (Acnes Foaming Wash) 150 ml,Amlor Tab 5mg (Vien nen)(3 Vi x 10 Vien),0
21_Kem Rửa Mặt Dưỡng ẩm (Hada Labo Advanced Nourish Hyaluronic Acid Cleanser) 80g,Amlor Tab 5mg (Vien nen)(3 Vi x 10 Vien),0
HCQ;200MG,Amlor Tab 5mg (Vien nen)(3 Vi x 10 Vien),0
COXILEB 200 CAPSULES 3X10'S,Amlor Tab 5mg (Vien nen)(3 Vi x 10 Vien),0
CELEBREX CAP 200MG 30'S,Celebrex 200mg(3vix10vien),1
LIVOLIN FORTE;,Celebrex 200mg(3vix10vien),0
Long huyết P/H (Hộp 2vỉ x 12 viên) (Hàng khuyến mại không thu tiền),Celebrex 200mg(3vix10vien),0
TRAJENTA  5MG 30 TABS,Celebrex 200mg(3vix10vien),0
MOTILIUM-M (10MG TABS. B/100),Celebrex 200mg(3vix10vien),0
"19-Son dưỡng môi Hương Táo (LipIce Apple) 4,3 g",Celebrex 200mg(3vix10vien),0
ST PURITE ANH DAO 500MLX12 V723,Celebrex 200mg(3vix10vien),0
ZHEKOF,Celebrex 200mg(3vix10vien),0
Bông y tế Bạch Tuyết 100gr,Celebrex 200mg(3vix10vien),0
Letdion,Lyrica 75mg(4vix14vien),0
XUẤT HÀNG THEO PO000311204,Lyrica 75mg(4vix14vien),0
"Dầu gội dược liệu Thái Dương 3 (Chai 200ml, Hoa Lá)",Lyrica 75mg(4vix14vien),0
Khẩu trang y tế Pharmacity màu trắng (PO000305157),Lyrica 75mg(4vix14vien),0
Thực phẩm bảo vệ sức khỏe LiveSpo® CLAUSY (20 ống/hộp) (Giấy tiếp nhận đăng ký bản công bố sản phẩm số 4071/2021/ĐKSP của  Cục ATTP. Sản phẩm DNKHCN số 103/DNKHCN do Sở KHCN HN cấp),Lyrica 75mg(4vix14vien),0
"TPBVSK: Ginkgo Biloba + Magnesium + Vitamin B6  (Hiệu Felix, Viên uống tăng cường tuần hoàn não, hộp 60 viên )","Felix Ginkgo Biloba, Mg, B6 Vi.Uong Tang Cuong Tuan Hoan Nao (Hop 60 vien)",1
"Opesinkast 10 (Coated tablets, B/4bls x 7s)","Felix Ginkgo Biloba, Mg, B6 Vi.Uong Tang Cuong Tuan Hoan Nao (Hop 60 vien)",0
"Kẹo Tic Tac hương vị cam 14,5 g","Felix Ginkgo Biloba, Mg, B6 Vi.Uong Tang Cuong Tuan Hoan Nao (Hop 60 vien)",0
BVS Diana SENSI Siêu Mỏng K.Cánh 08-2202,"Felix Ginkgo Biloba, Mg, B6 Vi.Uong Tang Cuong Tuan Hoan Nao (Hop 60 vien)",0
Kẹo the vị nho Playmore hũ 22g,"Felix Ginkgo Biloba, Mg, B6 Vi.Uong Tang Cuong Tuan Hoan Nao (Hop 60 vien)",0
XIT MUI THAO DUOC THONG XOANG EUGICA;,"Felix Ginkgo Biloba, Mg, B6 Vi.Uong Tang Cuong Tuan Hoan Nao (Hop 60 vien)",0
AZICINE (H/6v)-VN,"Felix Ginkgo Biloba, Mg, B6 Vi.Uong Tang Cuong Tuan Hoan Nao (Hop 60 vien)",0
Nature's Way KSVG Multi + Vegies 60s,"Felix Ginkgo Biloba, Mg, B6 Vi.Uong Tang Cuong Tuan Hoan Nao (Hop 60 vien)",0
FORTRANS B/4 SACH,Costar Omega 3 Vien Uong Dau Ca 1000mg (Lo 100V),0
PO000306307,Costar Omega 3 Vien Uong Dau Ca 1000mg (Lo 100V),0
CANESTEN 10MG/G CREAM 20G 1'S,Costar Omega 3 Vien Uong Dau Ca 1000mg (Lo 100V),0
AMLOR CAP 5MG 30'S,Costar Omega 3 Vien Uong Dau Ca 1000mg (Lo 100V),0
GLUCOPHAGE XR TAB 500MG 60'S,Costar Omega 3 Vien Uong Dau Ca 1000mg (Lo 100V),0
PM Branin (1034007-30/08/2025),Costar Omega 3 Vien Uong Dau Ca 1000mg (Lo 100V),0
ORACORTIA 1x1 GM,Costar Garlic Oil Tinh Dau Toi T.Cuong De Khang (Lo 60V),0
BVS MOLPED TN M.LANH CANH 8X8X6,Costar Garlic Oil Tinh Dau Toi T.Cuong De Khang (Lo 60V),0
TLC10 - Bột sủi TN Livecool (H chanh dây) - hàng khuyến mại không thu tiền,Costar Garlic Oil Tinh Dau Toi T.Cuong De Khang (Lo 60V),0
Lô: 8523 NSX: 20/12/2023 HSD: 19/12/2026,Costar Garlic Oil Tinh Dau Toi T.Cuong De Khang (Lo 60V),0
VENRUTINE,Costar Garlic Oil Tinh Dau Toi T.Cuong De Khang (Lo 60V),0
ACNOTIN 10;10MG,Costar EVening Primrose Oil H.Tro Noi Tiet To Nu (Lo 100V),0
Cao sao vàng (Hộp 4g),Costar EVening Primrose Oil H.Tro Noi Tiet To Nu (Lo 100V),0
SIMBRINZA 5ML,Costar EVening Primrose Oil H.Tro Noi Tiet To Nu (Lo 100V),0
Nhuộm tóc Dược liệu Thái Dương (Hộp 5 gói x 10g),Costar EVening Primrose Oil H.Tro Noi Tiet To Nu (Lo 100V),0
CRESTOR TAB 20MG 28'S,Costar EVening Primrose Oil H.Tro Noi Tiet To Nu (Lo 100V),0
COZAAR 50MG TAB B/28 (UKC),Costar EVening Primrose Oil H.Tro Noi Tiet To Nu (Lo 100V),0
Bao cao su Pharmacity Ultra thin Long lasting hộp 3 cái (PO000306174),Costar EVening Primrose Oil H.Tro Noi Tiet To Nu (Lo 100V),0
"Găng tay cao su y tế chưa tiệt trùng, không bột, 6.0g, size M",Costar EVening Primrose Oil H.Tro Noi Tiet To Nu (Lo 100V),0
Khẩu trang 4D PMC Trắng (Hộp 10 cái),Costar Blue Shark Cartilage Sun Ca Map (Lo 30V),0
TLC10 - Bột sủi TN Livecool (H chanh dây) - hàng khuyến mại không thu tiền,Costar Blue Shark Cartilage Sun Ca Map (Lo 30V),0
Ospay neo 15ml                                                                                                                    Lô sx: 2304; Hạn SD: 31/03/2025,Costar Blue Shark Cartilage Sun Ca Map (Lo 30V),0
EUGICA CANDY H/100 T/5000;,Costar Blue Shark Cartilage Sun Ca Map (Lo 30V),0
BVS MOLPED TN S.BANDEM CANH 35CM 3X8X6,Costar Omega 3 Vien Uong Dau Ca 1000mg (Lo 365 vien),0
TELFAST KIDS 30MG TABCO BL10 M24,Costar Omega 3 Vien Uong Dau Ca 1000mg (Lo 365 vien),0
"TPBVSK: Omega 3 ( Hiệu Costar, Viên uống dầu cá, hộp 365 viên)",Costar Omega 3 Vien Uong Dau Ca 1000mg (Lo 365 vien),1
ZITROMAX TAB 500MG 3'S,Costar Omega 3 Vien Uong Dau Ca 1000mg (Lo 365 vien),0
DIANE 35 TAB 21'S,Costar Omega 3 Vien Uong Dau Ca 1000mg (Lo 365 vien),0
Dạ hương Pharma Moisturizing 120ml - Dưỡng ẩm,Costar Omega 3 Vien Uong Dau Ca 1000mg (Lo 365 vien),0
PEARL COLLAGEN ESSENCE MASK 23g,Costar Omega 3 Vien Uong Dau Ca 1000mg (Lo 365 vien),0
Bao cao su Pharmacity Ultra thin Long lasting hộp 3 cái (PO000306174),Costar Omega 3 Vien Uong Dau Ca 1000mg (Lo 365 vien),0
Dung dịch vệ sinh phụ nữ dạng bọt Pharmacity (100ml),Costar Omega 3 Vien Uong Dau Ca 1000mg (Lo 365 vien),0
YASMIN TAB 1X21'S,Costar Omega 3 Vien Uong Dau Ca 1000mg (Lo 365 vien),0
Thực phẩm bảo vệ sức khỏe Brauer Baby & Kids Liquid Zinc 200mL,Costar Omega 3 Vien Uong Dau Ca 1000mg (Lo 365 vien),0
Lô: PHA15092301   HD: 08/2028,Augmentin 250/31.25 Sac 250mg (Hop/ 12 Goi),0
PO000311026,Augmentin 250/31.25 Sac 250mg (Hop/ 12 Goi),0
AUGMENTIN 250/31.25 SAC 250MG 12'S,Augmentin 250/31.25 Sac 250mg (Hop/ 12 Goi),1
"Pricefil (Hộp 1 lọ 30ml) Lô:239255, HD:31/07/2026 NSX:Hy Lạp",Augmentin 250/31.25 Sac 250mg (Hop/ 12 Goi),0
Thực phẩm bảo vệ sức khỏe Brauer Baby & Kids Liquid Milk Calcium 200mL,Augmentin 250/31.25 Sac 250mg (Hop/ 12 Goi),0
SMECTA STRAWBERRY 3GR B/12 SACH,Xyzal Tab 5mg (Hop/ 10 Vien),0
ALCOOL 90 độ 60ml xanh,Xyzal Tab 5mg (Hop/ 10 Vien),0
CEPMOX-CLAV 875mg/125mg VNB H/14,Xyzal Tab 5mg (Hop/ 10 Vien),0
MYDOCALM 150MG T/216H/3vỉ/10Viên,Xyzal Tab 5mg (Hop/ 10 Vien),0
(B12) BETACYLIC (HCN/1T/15g TMBD),Xyzal Tab 5mg (Hop/ 10 Vien),0
BETALOC ZOK 50MG TAB 2X14'S,Xyzal Tab 5mg (Hop/ 10 Vien),0
BVS Diana ST Cool Fresh SM K.Cánh 8-2008,Seretide Evohaler DC 25/250mcg (Chai 120 Lieu),0
LOSEC MUPS,Seretide Evohaler DC 25/250mcg (Chai 120 Lieu),0
4547691439628 - Bao Cao Su Okamoto 0.03 Platinum 3's,Seretide Evohaler DC 25/250mcg (Chai 120 Lieu),0
SERETIDE EVOHALER DC  25/250MCG 120D,Seretide Evohaler DC 25/250mcg (Chai 120 Lieu),1
PEPTIDE COLLAGEN ESSENCE MASK 23g,Seretide Evohaler DC 25/250mcg (Chai 120 Lieu),0
Laurier SN Dem SieuAnToan 3504 4x48,Seretide Evohaler DC 25/250mcg (Chai 120 Lieu),0
GLUCOPHAGE TAB 500MG 50'S,Seretide Evohaler DC 25/250mcg (Chai 120 Lieu),0
PERGLIM M-2;,Seretide Evohaler DC 25/250mcg (Chai 120 Lieu),0
FINE GINKGO PLUS 400V (PO000308244),Seretide Evohaler DC 25/250mcg (Chai 120 Lieu),0
Sua tam goi toan than Aveeno Baby 236ml,Augmentin BD Tab 1g (2vi x 7vien),0
AUGMENTIN TABLET 1G 2x7'S,Augmentin BD Tab 1g (2vi x 7vien),1
Theo đơn hàng số PO000309105,Augmentin BD Tab 1g (2vi x 7vien),0
YASMIN TAB 1X21'S,Augmentin BD Tab 1g (2vi x 7vien),0
CREON 25000 300MG CAPSULES 2X10'S,Zyrtec Tab 10mg (10Vien),0
TANAKAN 40MG B/30 TABS,Zyrtec Tab 10mg (10Vien),0
PO000311638,Zyrtec Tab 10mg (10Vien),0
ZYRTEC TAB 10MG 10'S,Zyrtec Tab 10mg (10Vien),1
ZYRTEC TAB 10MG 10'S,Zyrtec Tab 10mg (10Vien),1
"BACTAMOX 375 TC, H/12G",Zyrtec Tab 10mg (10Vien),0
Dizzo effervescent(B/12blsx4s) (FM2400_Chain_Mua 6h Dizzo 48v tang 1h cung loai (1)),Zyrtec Tab 10mg (10Vien),0
MOTILIUM-M (10MG TABS. B/100),Zyrtec Tab 10mg (10Vien),0
"LeoPovidone Gel 
Lô SX: 23214002, HD: 11/05/2028",Zyrtec Tab 10mg (10Vien),0
LIPANTHYL NT 145MG TABLETS 3X10'S,Zyrtec Tab 10mg (10Vien),0
Keo cay con tau KDG FF Quyt 25g,Flixonase Nasal Spr 0.05% (Chai 60 dose),0
4547691239129 - Bao Cao Su Okamoto Purity 3's,Flixonase Nasal Spr 0.05% (Chai 60 dose),0
CP61028720 - 932322 - KDR COL MF BẠC HÀ 225G + BC X 36,Flixonase Nasal Spr 0.05% (Chai 60 dose),0
PO000306080,Flixonase Nasal Spr 0.05% (Chai 60 dose),0
"""PO000311531""",Flixonase Nasal Spr 0.05% (Chai 60 dose),0
BEPANTHEN BALM 30G 1'S,Flixonase Nasal Spr 0.05% (Chai 60 dose),0
GALVUS 50MG 2X14,Flixonase Nasal Spr 0.05% (Chai 60 dose),0
Dung dịch vệ sinh phụ nữ Oriss ( lô 02611 - date 221126 ),Flixonase Nasal Spr 0.05% (Chai 60 dose),0
Theo đơn hàng PO000282281,Flixonase Nasal Spr 0.05% (Chai 60 dose),0
Dottorprimo Scargel Plus (Số lô: 00130513 HSD: 2026-02-28),Flixonase Nasal Spr 0.05% (Chai 60 dose),0
ZINNAT TAB 500MG 10'S,Zinnat Tab 500mg (Hop/ 10 Vien),1
"THUOC BOI TRI NGUA, VIEM DA VA VET CON TRUNG CAN (REMOS IB) 10 G",Zinnat Tab 500mg (Hop/ 10 Vien),0
MEDEXA 4MG  (H/100V),Zinnat Tab 500mg (Hop/ 10 Vien),0
PO000275503,Zinnat Tab 500mg (Hop/ 10 Vien),0
AUGMENTIN TAB 625MG 2x7'S,Augmentin BD Tab 625mg (2vi x 7vien),1
SALONPAS PAIN RELIEF PATCH  H/5mieng  Loc/5H-HISAMITSU-VIETNAM_1SA022-1-1T2,Zentel Tab 200mg (Hop/ 2 Vien),0
NSM LISTERINE COOL MINT 750ML,Zentel Tab 200mg (Hop/ 2 Vien),0
POVIDONE,Zentel Tab 200mg (Hop/ 2 Vien),0
Gel rửa mặt kiểm soát nhờn (Acnes Oil Control Cleanser) 100 g,Zentel Tab 200mg (Hop/ 2 Vien),0
"3MXF600121594 - 429130 - KHẨU TRANG TIÊU CHUẨN KN95 3M 9513 TRẮNG, GÓI 1 CÁI",Zentel Tab 200mg (Hop/ 2 Vien),0
"Kogimin (Hộp 12 vỉ x 5 viên), SL: 662523 - HSD: 19/10/2026",Kogimin (12Vi x 5Vien),1
Khẩu trang 4D PMC Trắng (Hộp 10 cái),Kogimin (12Vi x 5Vien),0
PO000305893,Kogimin (12Vi x 5Vien),0
TRAJENTA DUO. FICTA/ 14/2.5+500MG BTL,Kogimin (12Vi x 5Vien),0
AGICLARI 500,Melopower 300mg (12vi x5vien),0
Shelf life: 3 năm kể từ ngày sản xuất,Melopower 300mg (12vi x5vien),0
ESTRACEPTIN 0.15MG TABLETS 28'S,Melopower 300mg (12vi x5vien),0
DROSPERIN TABLETS 1X28'S,Melopower 300mg (12vi x5vien),0
LKM BOSS INTENSE 48H 50ML x 24,Melopower 300mg (12vi x5vien),0
DUREX GEL BOI TRON PLAY STRAWBERRY 100ML,Melopower 300mg (12vi x5vien),0
LIPANTHYL NT 145MG TABLETS 3X10'S,Melopower 300mg (12vi x5vien),0
"Mifexton (Hộp 30 viên), SL: 2118922 - HSD: 14/06/2025",Mifexton 500mg (3vi x 10vien),1
Tăm Bông VST Baby  hộp 200 que nhựa,Mifexton 500mg (3vi x 10vien),0
Lô: PHA09112301   HD: 10/2028,Mifexton 500mg (3vi x 10vien),0
DIFLUCAN CAP 150MG 1'S,Mifexton 500mg (3vi x 10vien),0
Siang Pure Oil Formula I loại 3cc,Mifexton 500mg (3vi x 10vien),0
(PO000305603),Mifexton 500mg (3vi x 10vien),0
CETAPHIL GENTLE SKIN CLEANSER 125ML,Mifexton 500mg (3vi x 10vien),0
Dầu dừa dưỡng mi 8ml,Mifexton 500mg (3vi x 10vien),0
Kem Nghệ Collagen Thorakao 10 g,Mifexton 500mg (3vi x 10vien),0
LEVODHG 500 V/10 H/30 t/4320,Listerine NSM Cool Mint 100ml,0
CO-DIOVAN 160MG/25MG 2X14,Listerine NSM Cool Mint 100ml,0
CP61013109 - 000192 - BCDR COL SLIMSOFT CH CHARCOAL TWIN _VN X72,Listerine NSM Cool Mint 100ml,0
PO000275503,Listerine NSM Cool Mint 100ml,0
Tăm bông VST Trẻ em Gói  55 que nhựa,Listerine Nuoc Suc Mieng Kid Huong Berry 250ml,0
Ubvix,Listerine Nuoc Suc Mieng Kid Huong Berry 250ml,0
Mặt nạ M.pros - Nha đam (Hình chai),Listerine Nuoc Suc Mieng Kid Huong Berry 250ml,0
Insulatard 1000IU/10ml B/1 (France),Johnson Baby Cottontouch Sua Tam Goi Cho Be Chai 500ml,0
AYITE,Johnson Baby Cottontouch Sua Tam Goi Cho Be Chai 500ml,0
STREPSILS COOL 50X2S (NEW),Johnson Baby Cottontouch Sua Tam Goi Cho Be Chai 500ml,0
Hàng khuyến mãi không thu tiền,Johnson Baby Cottontouch Sua Tam Goi Cho Be Chai 500ml,0
NSM LISTERINE COOL MINT 250ML,Listerine NSM Cool Mint 250ml,1
GLUCOPHAGE TAB 500MG 50'S,Listerine NSM Cool Mint 250ml,0
ORACORTIA 1x1 GM,Listerine NSM Cool Mint 250ml,0
"Định tính phát hiện hCG trong nước tiểu người (Test thử nhanh hCG, Biocheck, NT, Bút, 1T/H)",Listerine NSM Cool Mint 250ml,0
XIGDUO XR 10MG/1000MG TAB 4X7'S,Listerine NSM Cool Mint 250ml,0
BVS Diana SENSI Siêu Mỏng Cánh 08 - 2202,Listerine NSM Cool Mint 250ml,0
NSM LISTERINE COOL MINT 750ML,Listerine NSM Cool Mint 750ml,1
SALONPAS PAIN RELIEF PATCH  H/5mieng  Loc/5H-HISAMITSU-VIETNAM_1SA022-1-1T2,Listerine NSM Cool Mint 750ml,0
VISMED EYE DROPS 0.3ML B/20,Listerine NSM Cool Mint 750ml,0
KU Fressi Care All 100 - 1809,Listerine NSM Cool Mint 750ml,0
BCDR Sensodyne Multi Care Soft,Listerine NSM Cool Mint 750ml,0
BVS Diana Sensi C.F Super.Ni29cm(4)-2207,Listerine NSM Cool Mint 750ml,0
ACNOTIN 20;20MG,Listerine NSM Total Care Sensitive 750ml,0
TIFFY DEY 25x4 VIÊN,Listerine NSM Total Care Sensitive 750ml,0
Kem rửa mặt mát lạnh (Oxy Perfect Wash) 100g - 8935006531581 (BARCODE),Listerine NSM Total Care Sensitive 750ml,0
LADO ACTISO CAO ONG ACTISO (HOP 10 ONG X 10ML) TH/40 71.ZZZ.0.00.PT,Listerine NSM Total Care Sensitive 750ml,0
(PO000305954),Listerine NSM Total Care Sensitive 750ml,0
"(ĐVT: Hộp 100 cái, theo PO000305630 ngày 03/01/2024)",Listerine NSM Total Care Sensitive 750ml,0
Zanedip 10mg (H/2 vỉ x 14 viên),Listerine NSM Total Care Sensitive 750ml,0
PregnaVie Complete (viên nang),Listerine NSM Total Care Sensitive 750ml,0
LEVOTHYROX TAB 100MCG 3x10'S,Listerine NSM Total Care Sensitive 750ml,0
DUREX GEL BOI TRON PLAY STRAWBERRY 100ML,Listerine NSM Total Care Sensitive 750ml,0
(PO000311060),Johnson Baby Dau Massage Va Duong Am Cho Be Chai 200ml,0
"Dầu Gội Dược Liệu Thái Dương 3 (Chai 200ml, Hoa Đào)",Johnson Baby Dau Massage Va Duong Am Cho Be Chai 200ml,0
DAU DUONG AM MAT XA JOHNSON'S 200ML,Johnson Baby Dau Massage Va Duong Am Cho Be Chai 200ml,1
LYRICA CAPS 150MG 56'S,Johnson Baby Dau Massage Va Duong Am Cho Be Chai 200ml,0
ích Thận Vương,Johnson Baby Dau Massage Va Duong Am Cho Be Chai 200ml,0
"Băng keo cuộn lụa Young Plaster-Silk (No logo bl) 2,5cm x 5m, 1 cuộn/hộp",Johnson Baby Dau Massage Va Duong Am Cho Be Chai 200ml,0
BÔNG Y TẾ 50 GRAM,Johnson Baby Dau Massage Va Duong Am Cho Be Chai 200ml,0
GOFEN 400 CLEARCAP;400MG,Johnson Baby Dau Massage Va Duong Am Cho Be Chai 200ml,0
HEMOPROPIN 20g (H/Tuýp),Johnson Baby Dau Massage Va Duong Am Cho Be Chai 200ml,0
Dầu gội chống gàu (Selsun Anti-Dandruff Shampoo With Selenium Sulfide ) 100 Ml,Johnson Baby Dau Massage Va Duong Am Cho Be Chai 200ml,0
Dầu xả dưỡng tóc dành cho tóc gàu (Selsun Anti-Dandruff Conditioner) 100 ml - 8935006535534 (BARCODE),Johnson Baby Dau Massage Va Duong Am Cho Be Chai 200ml,0
Durex - Bao cao su Sensual Strawberry 3s,Johnson Baby Dau Massage Va Duong Am Cho Be Chai 200ml,0
STREPSILS ORIGINAL 2X12'S,Johnson Baby Sua Tam Goi Toan Than Cho Be Chai 200ml,0
EUGICA V/10 H/100 T/8100;,Johnson Baby Sua Tam Goi Toan Than Cho Be Chai 200ml,0
SPORAL 100MG CAPS. B/4 (LT),Johnson Baby Sua Tam Goi Toan Than Cho Be Chai 200ml,0
CANESTEN CREAM 10MG/G 5G 1'S,Johnson Baby Sua Tam Goi Toan Than Cho Be Chai 200ml,0
Meragin P,Listerine NSM Natural Green Tea 250ml,0
Dầu Mù u 10ml (H/1 chai x 10ml - 300h/k),Listerine NSM Natural Green Tea 250ml,0
EUGICA FORT V/10 H/100 T/8100;,Listerine NSM Natural Green Tea 250ml,0
Mucome spray,Listerine NSM Natural Green Tea 250ml,0
Antivomi H10 vĩ x 06 viên,Listerine NSM Natural Green Tea 250ml,0
XIT MUI THAO DUOC THONG XOANG EUGICA;,Johnson Baby Nuoc Hoa Cho Be Huong Ngay He Chai 125ml,0
"Efticol 0,9%(Chai 10ml)",Johnson Baby Nuoc Hoa Cho Be Huong Ngay He Chai 125ml,0
ABMEXIC 7.5 TABLETS 3X10'S,Johnson Baby Nuoc Hoa Cho Be Huong Ngay He Chai 125ml,0
NSM LISTERINE NGAN NGUA VOI RANG 250ML,Listerine NSM Tartar Protection 250ml,1
Thực phẩm bảo vệ sức khỏe LiveSpo® CLAUSY (20 ống/hộp) (Giấy tiếp nhận đăng ký bản công bố sản phẩm số 4071/2021/ĐKSP của  Cục ATTP. Sản phẩm DNKHCN số 103/DNKHCN do Sở KHCN HN cấp),Listerine NSM Tartar Protection 250ml,0
HUMALOG KWIKPEN (300U/3ML B/5) - ITALIA,Listerine NSM Tartar Protection 250ml,0
TELFAST KIDS 30MG TABCO BL10 M24,Listerine NSM Tartar Protection 250ml,0
Thực phẩm bảo vệ sức khỏe Brauer Manuka Honey Dry Cough 100mL,Listerine NSM Tartar Protection 250ml,0
CRESTOR TAB 10MG 28'S,Listerine NSM Zero 250ml,0
ESPUMISAN  L 40MG/ ML 30ML 1'S,Listerine NSM Zero 250ml,0
DAU XANH EAGLE 12ml,Listerine NSM Zero 250ml,0
LISONORM T/270H/3vỉ/10Viên,Listerine NSM Zero 250ml,0
Sanlein 0.3 5ML B/1,Listerine NSM Zero 250ml,0
"PROBIO IMP TC, H/14G",Listerine NSM Zero 250ml,0
VIACORAM 7MG/5MG TAB 30'S,Listerine NSM Zero 250ml,0
FINE GINKGO PLUS 400V (PO000308244),Listerine NSM Zero 250ml,0
Novorapid FlexPen 300U/3ml B/5 (France),Listerine NSM Zero 750ml,0
(PO000306837),Listerine NSM Zero 750ml,0
VIAGRA TABS 100MG 4'S,Listerine NSM Zero 750ml,0
DAU XANH EAGLE 12ml,Listerine NSM Zero 750ml,0
THC03 - Siro ho - cảm Ích nhi (90ml),Listerine NSM Zero 750ml,0
HUMALOG KWIKPEN (300U/3ML B/5) - ITALIA,Listerine NSM Zero 750ml,0
AERIUS 0.5MG/ML SYRUP 60ML B/1,Listerine NSM Zero 750ml,0
"Thực phẩm bảo vệ sức khỏe CALCIUM & MAGNESIUM + VITAMIN D3 & K2, ZINC BONE HEALTH (60 VIÊN)",Listerine NSM Zero 750ml,0
Kem rửa mặt mát lạnh (Oxy Perfect Wash) 100g - 8935006531581 (BARCODE),Johnson Baby Cottontouch Sua Tam Goi Cho Be Chai 500ml,0
PO000305578,Johnson Baby Cottontouch Sua Tam Goi Cho Be Chai 500ml,0
GILOBA;40MG,Johnson Baby Cottontouch Sua Tam Goi Cho Be Chai 500ml,0
